,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
101,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],650.7,-34.91,-16.08,-22.43,9.25,-4.47,35.41,330.81,572.0,225.0,347.0,39.34,-0.03,0.65,-0.48,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
102,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],624.08,-37.57,-16.08,-25.61,9.25,-7.18,38.05,330.86,571.0,223.0,348.0,39.05,-0.04,0.65,-0.49,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
103,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],643.64,-35.61,-16.08,-23.27,9.25,-4.47,36.11,330.63,571.0,223.0,348.0,39.05,-0.04,0.65,-0.48,1000,2,-5,0,0.0,5,2.8,30,20,312,216,10,50,45
104,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],644.23,-35.55,-16.08,-23.2,9.25,-4.47,36.05,330.31,572.0,224.0,348.0,39.16,-0.04,0.65,-0.48,1000,2,-5,0,0.0,5,2.8,40,20,312,216,10,50,45
105,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],710.39,-28.94,-16.08,-15.32,9.08,-2.47,29.71,288.84,498.0,196.0,302.0,39.36,-0.03,0.7,-0.5,1000,2,-5,0,0.0,10,1.2,20,20,312,216,10,50,45
106,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],693.69,-30.61,-16.08,-17.31,9.21,-2.44,30.75,285.77,482.0,192.0,290.0,39.83,-0.04,0.66,-0.5,1000,2,-5,0,0.0,10,1.2,30,20,312,216,10,50,45
107,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],748.1,-25.16,-16.08,-10.82,9.21,-2.57,28.1,286.28,479.0,193.0,286.0,40.29,-0.02,0.7,-0.5,1000,2,-5,0,0.0,10,1.2,40,20,312,216,10,50,45
108,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],710.31,-28.94,-16.08,-15.33,9.08,-2.64,29.05,291.6,485.0,192.0,293.0,39.59,-0.03,0.67,-0.49,1000,2,-5,0,0.0,10,1.6,20,20,312,216,10,50,45
109,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],753.12,-24.66,-16.08,-10.22,9.21,-2.44,25.98,291.08,477.0,191.0,286.0,40.04,-0.02,0.69,-0.49,1000,2,-5,0,0.0,10,1.6,30,20,312,216,10,50,45
110,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],757.43,-24.23,-16.08,-9.71,9.21,-2.58,24.83,291.75,475.0,193.0,282.0,40.63,-0.02,0.67,-0.49,1000,2,-5,0,0.0,10,1.6,40,20,312,216,10,50,45
111,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],700.98,-29.88,-16.08,-16.44,8.5,-2.98,29.99,287.92,481.0,195.0,286.0,40.54,-0.03,0.65,-0.5,1000,2,-5,0,0.0,10,2.0,20,20,312,216,10,50,45
112,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],728.98,-27.08,-16.08,-13.1,9.21,-2.98,27.19,286.06,474.0,193.0,281.0,40.72,-0.03,0.67,-0.51,1000,2,-5,0,0.0,10,2.0,30,20,312,216,10,50,45
113,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],722.03,-27.77,-16.08,-13.93,9.21,-4.03,28.14,289.27,474.0,193.0,281.0,40.72,-0.03,0.67,-0.51,1000,2,-5,0,0.0,10,2.0,40,20,312,216,10,50,45
114,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],702.01,-29.77,-16.08,-16.32,9.21,-4.03,29.97,284.52,477.0,194.0,283.0,40.67,-0.03,0.68,-0.52,1000,2,-5,0,0.0,10,2.4,20,20,312,216,10,50,45
115,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],711.27,-28.85,-16.08,-15.21,9.21,-4.03,29.01,284.06,474.0,194.0,280.0,40.93,-0.03,0.67,-0.52,1000,2,-5,0,0.0,10,2.4,30,20,312,216,10,50,45
116,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],703.86,-29.59,-16.08,-16.09,9.21,-3.93,29.78,283.39,473.0,194.0,279.0,41.01,-0.03,0.67,-0.52,1000,2,-5,0,0.0,10,2.4,40,20,312,216,10,50,45
117,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],698.04,-30.17,-16.08,-16.79,9.21,-3.95,30.28,282.23,473.0,194.0,279.0,41.01,-0.04,0.67,-0.53,1000,2,-5,0,0.0,10,2.8,20,20,312,216,10,50,45
118,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],716.63,-28.31,-16.08,-14.57,9.21,-4.03,28.47,284.97,473.0,195.0,278.0,41.23,-0.03,0.67,-0.52,1000,2,-5,0,0.0,10,2.8,30,20,312,216,10,50,45
119,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],708.66,-29.11,-16.08,-15.52,9.21,-3.93,29.22,284.24,473.0,194.0,279.0,41.01,-0.03,0.67,-0.52,1000,2,-5,0,0.0,10,2.8,40,20,312,216,10,50,45
120,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],788.32,-21.14,-16.08,-6.03,5.8,-2.47,21.94,210.93,349.0,146.0,203.0,41.83,-0.03,0.69,-0.54,1000,2,-5,0,0.0,15,1.2,20,20,312,216,10,50,45
121,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],893.5,-10.62,-16.08,6.51,5.84,-2.44,15.17,219.21,337.0,142.0,195.0,42.14,0.01,0.71,-0.5,1000,2,-5,0,0.0,15,1.2,30,20,312,216,10,50,45
122,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],886.5,-11.32,-16.08,5.68,5.76,-2.68,15.4,217.56,336.0,140.0,196.0,41.67,0.0,0.71,-0.5,1000,2,-5,0,0.0,15,1.2,40,20,312,216,10,50,45
