,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
101,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],396.24,-60.36,-16.02,-52.8,5.69,-3.57,63.57,288.19,771.0,313.0,458.0,40.6,-0.08,0.63,-0.57,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
102,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],403.58,-59.63,-16.02,-51.93,5.69,-4.29,63.21,288.59,766.0,312.0,454.0,40.73,-0.08,0.62,-0.56,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
103,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],402.92,-59.69,-16.02,-52.01,5.69,-3.57,62.89,291.6,763.0,310.0,453.0,40.63,-0.08,0.63,-0.57,1000,2,-5,0,0.0,5,2.8,30,20,312,216,10,50,45
104,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],390.2,-60.97,-16.02,-53.52,5.69,-4.29,64.08,283.01,765.0,310.0,455.0,40.52,-0.08,0.63,-0.57,1000,2,-5,0,0.0,5,2.8,40,20,312,216,10,50,45
105,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],476.7,-52.31,-16.02,-43.22,5.91,-3.77,53.64,309.98,697.0,273.0,424.0,39.17,-0.07,0.61,-0.5,1000,2,-5,0,0.0,10,1.2,20,20,312,216,10,50,45
106,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],478.86,-52.1,-16.02,-42.96,5.93,-2.57,53.49,285.12,661.0,269.0,392.0,40.7,-0.07,0.61,-0.54,1000,2,-5,0,0.0,10,1.2,30,20,312,216,10,50,45
107,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],493.06,-50.68,-16.02,-41.27,5.79,-2.81,52.11,284.62,653.0,266.0,387.0,40.74,-0.07,0.63,-0.55,1000,2,-5,0,0.0,10,1.2,40,20,312,216,10,50,45
108,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],457.61,-54.22,-16.02,-45.49,5.69,-3.77,55.5,290.39,676.0,271.0,405.0,40.09,-0.08,0.61,-0.53,1000,2,-5,0,0.0,10,1.6,20,20,312,216,10,50,45
109,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],511.93,-48.79,-16.02,-39.02,5.79,-2.7,50.28,294.36,658.0,271.0,387.0,41.19,-0.06,0.62,-0.54,1000,2,-5,0,0.0,10,1.6,30,20,312,216,10,50,45
110,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],499.74,-50.01,-16.02,-40.47,5.79,-3.29,51.47,288.62,651.0,266.0,385.0,40.86,-0.07,0.63,-0.55,1000,2,-5,0,0.0,10,1.6,40,20,312,216,10,50,45
111,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],475.66,-52.42,-16.02,-43.34,5.68,-2.85,53.74,292.79,666.0,274.0,392.0,41.14,-0.07,0.62,-0.55,1000,2,-5,0,0.0,10,2.0,20,20,312,216,10,50,45
